period_type,period_start,year,month,quarter,sales_org,sector,region,bookings_usd,recognized_revenue_usd,gross_margin_pct,new_logos,avg_contract_value_usd,pipeline_usd,pipeline_coverage,mom_growth_pct,yoy_growth_pct,logo_churn_rate,net_revenue_retention,risk_flag,notes
Monthly,2024-03-01,2024,3,2024-Q1,Enterprise West,Government & Education,NA West,483000,411000,75.4,4,121000,2202000,4.56,3.87,,0.0137,1.155,,
Monthly,2024-03-01,2024,3,2024-Q1,Enterprise West,Healthcare,NA West,632000,531000,72.0,4,158000,2272000,3.6,9.72,,0.0131,1.102,,
Monthly,2024-03-01,2024,3,2024-Q1,Enterprise West,Manufacturing,NA West,493000,389000,75.7,4,123000,1589000,3.22,4.67,,0.0161,1.091,,
Monthly,2024-03-01,2024,3,2024-Q1,Enterprise West,Media & SaaS,NA West,562000,431000,68.8,2,281000,1522000,2.71,-1.06,,0.0108,0.956,,
Monthly,2024-03-01,2024,3,2024-Q1,Enterprise West,Retail & eCommerce,NA West,552000,425000,72.2,2,276000,1563000,2.83,15.97,,0.0067,1.19,,
Monthly,2024-03-01,2024,3,2024-Q1,Hardware & Appliances,FinTech,NA National,127000,97000,59.5,6,21000,180000,1.43,0.0,,0.0189,0.88,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Hardware & Appliances,Government & Education,NA National,92000,76000,51.8,9,10000,208000,2.26,0.0,,0.0209,0.792,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Hardware & Appliances,Healthcare,NA National,111000,83000,46.4,7,16000,277000,2.5,-13.28,,0.0199,0.924,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Hardware & Appliances,Manufacturing,NA National,101000,71000,51.7,10,10000,261000,2.59,-11.4,,0.0247,0.773,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Hardware & Appliances,Media & SaaS,NA National,107000,81000,51.4,8,13000,297000,2.79,1.9,,0.0186,0.885,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Hardware & Appliances,Retail & eCommerce,NA National,111000,87000,61.9,5,22000,321000,2.9,-10.48,,0.0225,0.898,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,International APAC,FinTech,APAC,307000,231000,62.5,9,34000,1351000,4.4,34.06,,0.0108,1.163,,
Monthly,2024-03-01,2024,3,2024-Q1,International APAC,Government & Education,APAC,188000,155000,68.2,8,23000,749000,3.99,18.99,,0.0068,1.224,,
Monthly,2024-03-01,2024,3,2024-Q1,International APAC,Healthcare,APAC,240000,215000,76.3,4,60000,809000,3.37,18.23,,0.0181,1.042,,
Monthly,2024-03-01,2024,3,2024-Q1,International APAC,Manufacturing,APAC,227000,177000,72.4,7,32000,821000,3.62,19.47,,0.0104,1.207,,
Monthly,2024-03-01,2024,3,2024-Q1,International APAC,Media & SaaS,APAC,266000,209000,75.0,3,89000,993000,3.73,18.22,,0.0193,1.146,,
Monthly,2024-03-01,2024,3,2024-Q1,International APAC,Retail & eCommerce,APAC,249000,219000,67.8,9,28000,969000,3.89,12.67,,0.0337,1.095,,
Monthly,2024-03-01,2024,3,2024-Q1,International EMEA,FinTech,EMEA,296000,240000,79.1,6,49000,1232000,4.17,4.23,,0.0162,1.123,,
Monthly,2024-03-01,2024,3,2024-Q1,International EMEA,Government & Education,EMEA,265000,200000,68.6,4,66000,1021000,3.85,22.12,,0.0074,1.092,,
Monthly,2024-03-01,2024,3,2024-Q1,International EMEA,Healthcare,EMEA,264000,217000,75.3,6,44000,945000,3.59,-24.36,,0.0078,1.052,,
Monthly,2024-03-01,2024,3,2024-Q1,International EMEA,Manufacturing,EMEA,310000,240000,72.2,3,103000,1040000,3.36,9.15,,0.0009,1.194,,
Monthly,2024-03-01,2024,3,2024-Q1,International EMEA,Media & SaaS,EMEA,294000,223000,67.6,4,74000,1105000,3.76,-2.33,,0.0323,1.012,,
Monthly,2024-03-01,2024,3,2024-Q1,International EMEA,Retail & eCommerce,EMEA,298000,224000,73.9,11,27000,1196000,4.01,5.67,,0.0105,1.114,,
Monthly,2024-03-01,2024,3,2024-Q1,Legacy On-Prem,FinTech,NA National,213000,178000,48.7,7,30000,640000,3.0,10.94,,0.0211,0.806,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Legacy On-Prem,Government & Education,NA National,132000,106000,62.0,11,12000,396000,3.0,-8.33,,0.027,0.864,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Legacy On-Prem,Healthcare,NA National,182000,138000,49.4,3,61000,457000,2.51,7.69,,0.0241,0.825,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Legacy On-Prem,Manufacturing,NA National,174000,124000,58.1,13,13000,323000,1.86,27.01,,0.0216,0.857,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Legacy On-Prem,Media & SaaS,NA National,209000,175000,47.2,12,17000,627000,3.0,10.58,,0.0292,0.855,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Legacy On-Prem,Retail & eCommerce,NA National,187000,141000,56.1,8,23000,350000,1.87,12.65,,0.0373,0.812,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-03-01,2024,3,2024-Q1,Mid-Market,FinTech,NA National,340000,285000,66.0,4,85000,1037000,3.05,11.11,,0.0072,1.066,,
Monthly,2024-03-01,2024,3,2024-Q1,Mid-Market,Government & Education,NA National,237000,198000,76.6,9,26000,1023000,4.32,9.72,,0.0147,1.135,,
Monthly,2024-03-01,2024,3,2024-Q1,Mid-Market,Healthcare,NA National,302000,229000,71.1,6,50000,981000,3.25,2.72,,0.0162,1.091,,
Monthly,2024-03-01,2024,3,2024-Q1,Mid-Market,Manufacturing,NA National,282000,216000,70.4,5,56000,1050000,3.72,1.08,,0.0176,0.931,,
Monthly,2024-03-01,2024,3,2024-Q1,Mid-Market,Media & SaaS,NA National,324000,284000,71.8,4,81000,965000,2.98,10.2,,0.03,1.108,,
Monthly,2024-03-01,2024,3,2024-Q1,Mid-Market,Retail & eCommerce,NA National,273000,244000,67.2,7,39000,1106000,4.06,-2.85,,0.0115,1.108,,
Monthly,2024-03-01,2024,3,2024-Q1,Public Sector,FinTech,NA National,215000,188000,73.0,2,108000,807000,3.75,10.26,,0.0115,1.098,,
Monthly,2024-03-01,2024,3,2024-Q1,Public Sector,Government & Education,NA National,136000,111000,74.5,2,68000,557000,4.08,-11.69,,0.0028,1.265,,
Monthly,2024-03-01,2024,3,2024-Q1,Public Sector,Healthcare,NA National,197000,172000,70.8,1,197000,687000,3.48,-2.96,,0.0146,1.047,,
Monthly,2024-03-01,2024,3,2024-Q1,Public Sector,Manufacturing,NA National,158000,123000,67.8,8,20000,727000,4.6,-9.2,,0.0134,1.043,,
Monthly,2024-03-01,2024,3,2024-Q1,Public Sector,Media & SaaS,NA National,211000,170000,76.0,2,106000,898000,4.25,21.97,,0.0155,1.136,,
Monthly,2024-03-01,2024,3,2024-Q1,Public Sector,Retail & eCommerce,NA National,210000,173000,69.5,3,70000,910000,4.34,32.08,,0.0136,1.037,,
Monthly,2024-03-01,2024,3,2024-Q1,SMB Online,FinTech,NA National,154000,126000,70.9,11,14000,641000,4.16,8.45,,0.0024,1.127,,
Monthly,2024-03-01,2024,3,2024-Q1,SMB Online,Government & Education,NA National,109000,88000,68.5,18,6000,547000,5.02,-10.66,,0.0158,1.074,,
Monthly,2024-03-01,2024,3,2024-Q1,SMB Online,Healthcare,NA National,131000,110000,71.1,12,11000,485000,3.7,-6.43,,0.016,1.078,,
Monthly,2024-03-01,2024,3,2024-Q1,SMB Online,Manufacturing,NA National,145000,127000,73.4,13,11000,528000,3.65,14.17,,0.0216,1.036,,
Monthly,2024-03-01,2024,3,2024-Q1,SMB Online,Media & SaaS,NA National,123000,107000,73.0,13,9000,347000,2.83,-5.38,,0.0136,1.031,,
Monthly,2024-03-01,2024,3,2024-Q1,SMB Online,Retail & eCommerce,NA National,139000,124000,75.2,14,10000,554000,3.98,-4.14,,0.0151,1.071,,
Monthly,2024-03-01,2024,3,2024-Q1,Strategic Accounts,FinTech,NA National,773000,636000,73.6,7,110000,2864000,3.7,5.89,,0.0024,1.154,,
Monthly,2024-03-01,2024,3,2024-Q1,Strategic Accounts,Government & Education,NA National,659000,541000,68.9,4,165000,2179000,3.3,9.47,,0.0027,1.106,,
Monthly,2024-03-01,2024,3,2024-Q1,Strategic Accounts,Healthcare,NA National,886000,743000,68.9,4,221000,2907000,3.28,15.06,,0.0222,1.085,,
Monthly,2024-03-01,2024,3,2024-Q1,Strategic Accounts,Manufacturing,NA National,760000,656000,67.1,6,127000,2975000,3.91,5.26,,0.0298,1.052,,
Monthly,2024-03-01,2024,3,2024-Q1,Strategic Accounts,Media & SaaS,NA National,816000,696000,68.6,4,204000,2525000,3.1,12.86,,0.0191,1.039,,
Monthly,2024-03-01,2024,3,2024-Q1,Strategic Accounts,Retail & eCommerce,NA National,757000,641000,72.3,3,252000,2926000,3.86,10.51,,0.0171,1.159,,
Monthly,2024-04-01,2024,4,2024-Q2,Channel Partners,FinTech,NA National,359000,275000,71.4,10,36000,1249000,3.48,2.28,,0.015,1.129,,
Monthly,2024-04-01,2024,4,2024-Q2,Channel Partners,Government & Education,NA National,245000,182000,75.0,7,35000,848000,3.46,0.0,,0.0221,1.076,,
Monthly,2024-04-01,2024,4,2024-Q2,Channel Partners,Healthcare,NA National,286000,233000,77.5,8,36000,1287000,4.5,2.88,,0.0086,1.023,,
Monthly,2024-04-01,2024,4,2024-Q2,Channel Partners,Manufacturing,NA National,233000,180000,77.0,8,29000,813000,3.49,-17.38,,0.0102,1.1,,
Monthly,2024-04-01,2024,4,2024-Q2,Channel Partners,Media & SaaS,NA National,300000,252000,74.9,9,33000,1305000,4.35,-5.66,,0.019,1.1,,
Monthly,2024-04-01,2024,4,2024-Q2,Channel Partners,Retail & eCommerce,NA National,284000,251000,64.9,8,36000,1198000,4.22,-4.38,,0.0171,1.142,,
Monthly,2024-04-01,2024,4,2024-Q2,Customer Expansion,FinTech,NA National,512000,395000,78.8,17,30000,1669000,3.26,-12.78,,0.0204,1.051,,
Monthly,2024-04-01,2024,4,2024-Q2,Customer Expansion,Government & Education,NA National,390000,335000,79.5,11,35000,1517000,3.89,-5.11,,0.0099,1.071,,
Monthly,2024-04-01,2024,4,2024-Q2,Customer Expansion,Healthcare,NA National,444000,364000,72.8,16,28000,1395000,3.14,-9.39,,0.0271,1.032,,
Monthly,2024-04-01,2024,4,2024-Q2,Customer Expansion,Manufacturing,NA National,377000,327000,70.8,12,31000,1358000,3.6,-13.73,,0.0124,1.118,,
Monthly,2024-04-01,2024,4,2024-Q2,Customer Expansion,Media & SaaS,NA National,542000,439000,74.5,16,34000,2622000,4.83,14.11,,0.0184,1.037,,
Monthly,2024-04-01,2024,4,2024-Q2,Customer Expansion,Retail & eCommerce,NA National,446000,332000,66.0,10,45000,1553000,3.48,-1.33,,0.0105,1.047,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise East,FinTech,NA East,560000,489000,80.5,4,140000,2361000,4.21,2.94,,0.014,1.197,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise East,Government & Education,NA East,332000,254000,73.3,3,111000,843000,2.54,-17.0,,0.0162,1.19,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise East,Healthcare,NA East,593000,494000,73.0,3,198000,2089000,3.52,26.98,,0.0059,1.062,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise East,Manufacturing,NA East,479000,400000,74.0,3,160000,1815000,3.79,2.79,,0.01,0.949,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise East,Media & SaaS,NA East,497000,411000,72.5,6,83000,2104000,4.24,-0.4,,0.0216,1.087,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise East,Retail & eCommerce,NA East,503000,450000,76.3,4,126000,2110000,4.2,13.8,,0.0208,1.192,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise West,FinTech,NA West,487000,409000,77.2,4,122000,1366000,2.8,-25.19,,0.0159,1.026,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise West,Government & Education,NA West,435000,363000,73.7,6,72000,1290000,2.97,-9.94,,0.002,0.95,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise West,Healthcare,NA West,547000,439000,75.9,8,68000,2030000,3.71,-13.45,,0.0,1.181,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise West,Manufacturing,NA West,441000,329000,72.3,4,110000,1853000,4.2,-10.55,,0.0127,1.119,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise West,Media & SaaS,NA West,505000,387000,82.9,5,101000,2070000,4.1,-10.14,,0.0194,1.038,,
Monthly,2024-04-01,2024,4,2024-Q2,Enterprise West,Retail & eCommerce,NA West,486000,364000,71.5,3,162000,2527000,5.2,-11.96,,0.0224,1.005,,
Monthly,2024-04-01,2024,4,2024-Q2,Hardware & Appliances,FinTech,NA National,104000,77000,57.1,13,8000,207000,1.99,-18.11,,0.0186,0.835,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Hardware & Appliances,Government & Education,NA National,87000,67000,54.0,13,7000,261000,3.0,-5.43,,0.0239,0.921,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Hardware & Appliances,Healthcare,NA National,119000,84000,41.8,9,13000,287000,2.4,7.21,,0.0228,0.909,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Hardware & Appliances,Manufacturing,NA National,92000,67000,56.0,13,7000,256000,2.8,-8.91,,0.0204,0.996,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Hardware & Appliances,Media & SaaS,NA National,101000,85000,46.4,6,17000,241000,2.39,-5.61,,0.0337,0.712,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Hardware & Appliances,Retail & eCommerce,NA National,105000,82000,43.9,8,13000,253000,2.41,-5.41,,0.0271,0.966,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,International APAC,FinTech,APAC,263000,211000,73.9,7,38000,913000,3.47,-14.33,,0.0346,1.032,,
Monthly,2024-04-01,2024,4,2024-Q2,International APAC,Government & Education,APAC,187000,156000,63.8,2,94000,570000,3.04,-0.53,,0.0177,1.141,,
Monthly,2024-04-01,2024,4,2024-Q2,International APAC,Healthcare,APAC,274000,215000,69.4,6,46000,1173000,4.28,14.17,,0.0021,1.012,,
Monthly,2024-04-01,2024,4,2024-Q2,International APAC,Manufacturing,APAC,239000,207000,68.4,10,24000,1040000,4.35,5.29,,0.0168,1.01,,
Monthly,2024-04-01,2024,4,2024-Q2,International APAC,Media & SaaS,APAC,261000,224000,77.8,1,261000,1005000,3.86,-1.88,,0.0134,1.014,,
Monthly,2024-04-01,2024,4,2024-Q2,International APAC,Retail & eCommerce,APAC,258000,222000,71.8,9,29000,812000,3.15,3.61,,0.0108,1.164,,
Monthly,2024-04-01,2024,4,2024-Q2,International EMEA,FinTech,EMEA,301000,242000,70.1,6,50000,1165000,3.88,1.69,,0.0185,1.167,,
Monthly,2024-04-01,2024,4,2024-Q2,International EMEA,Government & Education,EMEA,205000,171000,70.6,6,34000,979000,4.77,-22.64,,0.0237,0.985,,
Monthly,2024-04-01,2024,4,2024-Q2,International EMEA,Healthcare,EMEA,282000,224000,67.8,11,26000,1080000,3.83,6.82,,0.0236,1.083,,
Monthly,2024-04-01,2024,4,2024-Q2,International EMEA,Manufacturing,EMEA,297000,253000,75.8,10,30000,1014000,3.42,-4.19,,0.0199,1.07,,
Monthly,2024-04-01,2024,4,2024-Q2,International EMEA,Media & SaaS,EMEA,320000,255000,73.8,9,36000,1316000,4.11,8.84,,0.0021,1.149,,
Monthly,2024-04-01,2024,4,2024-Q2,International EMEA,Retail & eCommerce,EMEA,244000,207000,79.5,7,35000,861000,3.53,-18.12,,0.0071,1.004,,
Monthly,2024-04-01,2024,4,2024-Q2,Legacy On-Prem,FinTech,NA National,190000,135000,49.8,6,32000,369000,1.95,-10.8,,0.0376,0.93,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Legacy On-Prem,Government & Education,NA National,163000,119000,57.9,9,18000,454000,2.78,23.48,,0.0184,0.754,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Legacy On-Prem,Healthcare,NA National,185000,157000,40.7,8,23000,387000,2.09,1.65,,0.0267,0.75,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Legacy On-Prem,Manufacturing,NA National,181000,152000,49.4,9,20000,369000,2.04,4.02,,0.0328,0.894,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Legacy On-Prem,Media & SaaS,NA National,189000,138000,62.0,6,32000,489000,2.58,-9.57,,0.0171,0.899,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Legacy On-Prem,Retail & eCommerce,NA National,202000,144000,55.4,9,22000,471000,2.33,8.02,,0.0222,1.048,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-04-01,2024,4,2024-Q2,Mid-Market,FinTech,NA National,358000,291000,78.7,7,51000,1306000,3.65,5.29,,0.0263,1.165,,
Monthly,2024-04-01,2024,4,2024-Q2,Mid-Market,Government & Education,NA National,255000,204000,69.5,7,36000,785000,3.08,7.59,,0.0068,1.031,,
Monthly,2024-04-01,2024,4,2024-Q2,Mid-Market,Healthcare,NA National,354000,308000,71.9,4,88000,1329000,3.76,17.22,,0.0039,1.009,,
Monthly,2024-04-01,2024,4,2024-Q2,Mid-Market,Manufacturing,NA National,310000,233000,70.7,13,24000,1207000,3.89,9.93,,0.0,1.21,,
Monthly,2024-04-01,2024,4,2024-Q2,Mid-Market,Media & SaaS,NA National,372000,319000,74.7,11,34000,1571000,4.22,14.81,,0.0165,1.143,,
Monthly,2024-04-01,2024,4,2024-Q2,Mid-Market,Retail & eCommerce,NA National,320000,267000,82.8,7,46000,1423000,4.44,17.22,,0.0154,1.216,,
Monthly,2024-04-01,2024,4,2024-Q2,Public Sector,FinTech,NA National,172000,142000,70.0,6,29000,663000,3.86,-20.0,,0.0,1.103,,
Monthly,2024-04-01,2024,4,2024-Q2,Public Sector,Government & Education,NA National,165000,126000,73.1,4,41000,734000,4.45,21.32,,0.0141,1.072,,
Monthly,2024-04-01,2024,4,2024-Q2,Public Sector,Healthcare,NA National,196000,170000,63.5,10,20000,874000,4.46,-0.51,,0.0225,1.203,,
Monthly,2024-04-01,2024,4,2024-Q2,Public Sector,Manufacturing,NA National,176000,134000,77.9,5,35000,678000,3.86,11.39,,0.0135,1.108,,
Monthly,2024-04-01,2024,4,2024-Q2,Public Sector,Media & SaaS,NA National,212000,162000,68.5,2,106000,766000,3.62,0.47,,0.023,1.147,,
Monthly,2024-04-01,2024,4,2024-Q2,Public Sector,Retail & eCommerce,NA National,179000,149000,70.4,6,30000,678000,3.79,-14.76,,0.0195,1.152,,
Monthly,2024-04-01,2024,4,2024-Q2,SMB Online,FinTech,NA National,168000,138000,66.4,14,12000,569000,3.39,9.09,,0.0065,1.074,,
Monthly,2024-04-01,2024,4,2024-Q2,SMB Online,Government & Education,NA National,111000,100000,63.6,10,11000,450000,4.04,1.83,,0.0225,1.094,,
Monthly,2024-04-01,2024,4,2024-Q2,SMB Online,Healthcare,NA National,173000,135000,78.2,14,12000,685000,3.97,32.06,,0.0187,1.114,,
Monthly,2024-04-01,2024,4,2024-Q2,SMB Online,Manufacturing,NA National,130000,99000,73.5,15,9000,582000,4.49,-10.34,,0.0131,1.104,,
Monthly,2024-04-01,2024,4,2024-Q2,SMB Online,Media & SaaS,NA National,155000,132000,63.6,10,16000,612000,3.94,26.02,,0.0137,1.164,,
Monthly,2024-04-01,2024,4,2024-Q2,SMB Online,Retail & eCommerce,NA National,158000,126000,68.9,10,16000,641000,4.05,13.67,,0.0226,0.981,,
Monthly,2024-04-01,2024,4,2024-Q2,Strategic Accounts,FinTech,NA National,885000,765000,66.7,4,221000,3663000,4.14,14.49,,0.018,1.029,,
Monthly,2024-04-01,2024,4,2024-Q2,Strategic Accounts,Government & Education,NA National,623000,490000,69.6,4,156000,2424000,3.89,-5.46,,0.01,1.041,,
Monthly,2024-04-01,2024,4,2024-Q2,Strategic Accounts,Healthcare,NA National,838000,694000,74.6,6,140000,2360000,2.82,-5.42,,0.0128,1.305,,
Monthly,2024-04-01,2024,4,2024-Q2,Strategic Accounts,Manufacturing,NA National,667000,544000,73.7,3,222000,2486000,3.73,-12.24,,0.004,1.06,,
Monthly,2024-04-01,2024,4,2024-Q2,Strategic Accounts,Media & SaaS,NA National,840000,755000,77.5,4,210000,3286000,3.91,2.94,,0.0096,1.004,,
Monthly,2024-04-01,2024,4,2024-Q2,Strategic Accounts,Retail & eCommerce,NA National,764000,604000,77.0,7,109000,2688000,3.52,0.92,,0.0228,1.056,,
Monthly,2024-05-01,2024,5,2024-Q2,Channel Partners,FinTech,NA National,334000,285000,69.9,4,83000,1628000,4.88,-6.96,,0.0155,1.116,,
Monthly,2024-05-01,2024,5,2024-Q2,Channel Partners,Government & Education,NA National,236000,190000,71.2,8,29000,909000,3.85,-3.67,,0.0148,1.051,,
Monthly,2024-05-01,2024,5,2024-Q2,Channel Partners,Healthcare,NA National,295000,247000,68.0,6,49000,1081000,3.66,3.15,,0.0176,0.913,,
Monthly,2024-05-01,2024,5,2024-Q2,Channel Partners,Manufacturing,NA National,295000,224000,74.0,3,98000,923000,3.13,26.61,,0.0204,1.082,,
Monthly,2024-05-01,2024,5,2024-Q2,Channel Partners,Media & SaaS,NA National,329000,251000,71.9,6,55000,1389000,4.22,9.67,,0.0195,1.088,,
Monthly,2024-05-01,2024,5,2024-Q2,Channel Partners,Retail & eCommerce,NA National,308000,277000,71.4,9,34000,615000,2.0,8.45,,0.0171,1.054,,
Monthly,2024-05-01,2024,5,2024-Q2,Customer Expansion,FinTech,NA National,510000,412000,77.0,12,43000,2281000,4.47,-0.39,,0.0253,1.081,,
Monthly,2024-05-01,2024,5,2024-Q2,Customer Expansion,Government & Education,NA National,351000,290000,70.5,16,22000,1375000,3.92,-10.0,,0.0211,1.069,,
Monthly,2024-05-01,2024,5,2024-Q2,Customer Expansion,Healthcare,NA National,517000,412000,70.1,6,86000,2482000,4.8,16.44,,0.0134,1.082,,
Monthly,2024-05-01,2024,5,2024-Q2,Customer Expansion,Manufacturing,NA National,425000,333000,80.5,13,33000,1619000,3.8,12.73,,0.007,0.968,,
Monthly,2024-05-01,2024,5,2024-Q2,Customer Expansion,Media & SaaS,NA National,413000,335000,77.5,11,38000,1564000,3.79,-23.8,,0.0243,1.159,,
Monthly,2024-05-01,2024,5,2024-Q2,Customer Expansion,Retail & eCommerce,NA National,416000,361000,71.5,8,52000,1771000,4.26,-6.73,,0.0247,1.128,,
